kP,kI,kD,,,,
1.00E-05,1.00E-05,0.0001,,,,
Target,Altitude,Time,P,I,D,Thrott
1000,1283.29,173.6,-281.568,-24426,-1.62287,-0.066439
1000,1286.09,173.7,-283.86,-24639.1,-1.63514,-0.0686043
1000,1288.79,173.8,-286.636,-24894.4,-1.65018,-0.0711969
1000,1291.38,173.9,-289.313,-25141.3,-1.66463,-0.0737048
1000,1294.37,174,-291.891,-25380,-1.6785,-0.076128
1000,1296.28,174.1,-294.371,-25610.2,-1.69178,-0.0784662
1000,1298.58,174.2,-296.751,-25832.2,-1.70449,-0.0807198
1000,1300.79,174.3,-299.033,-26045.8,-1.71661,-0.0828884
1000,1303.3,174.4,-301.642,-26288.1,-1.73059,-0.085347
1000,1304.9,174.5,-303.302,-26448,-1.73912,-0.0869709
1000,1306.81,174.6,-305.289,-26636.5,-1.74951,-0.0888847
1000,1308.62,174.7,-307.178,-26816.7,-1.75933,-0.0907133
1000,1310.33,174.8,-308.969,-26988.5,-1.76857,-0.0924567
1000,1311.95,174.9,-310.662,-27151.9,-1.77724,-0.0941149
1000,1313.46,175,-312.565,-27333.8,-1.78711,-0.09596
1000,1314.88,175.1,-313.755,-27453.5,-1.79288,-0.0971755
1000,1316.2,175.2,-315.154,-27591.7,-1.79985,-0.0985773
1000,1317.43,175.3,-316.456,-27721.5,-1.80625,-0.0998937
1000,1318.55,175.4,-317.66,-27842.9,-1.81209,-0.101125
1000,1319.58,175.5,-318.977,-27974.2,-1.81857,-0.102456
1000,1320.51,175.6,-319.776,-28060.3,-1.82209,-0.103329
1000,1321.35,175.7,-320.688,-28156.4,-1.82624,-0.104302
1000,1322.08,175.8,-321.502,-28244,-1.82984,-0.10519
1000,1322.72,175.9,-322.219,-28323.1,-1.83288,-0.105991
1000,1323.27,176,-322.839,-28393.7,-1.83536,-0.106706
1000,1323.71,176.1,-323.362,-28455.8,-1.83728,-0.107334
1000,1324.06,176.2,-323.787,-28509.5,-1.83865,-0.107876
1000,1324.31,176.3,-324.169,-28559.3,-1.83978,-0.10838
1000,1324.46,176.4,-324.346,-28591.1,-1.83974,-0.108701
1000,1324.52,176.5,-324.48,-28619.1,-1.83946,-0.108983
1000,1324.48,176.6,-324.516,-28638.6,-1.83862,-0.109177
1000,1324.34,176.7,-324.456,-28649.5,-1.83724,-0.109285
1000,1324.1,176.8,-324.255,-28647.9,-1.83506,-0.109267
1000,1323.69,176.9,-324.043,-28645.4,-1.83282,-0.109239
1000,1323.34,177,-323.691,-28630.5,-1.8298,-0.109084
1000,1322.81,177.1,-323.242,-28606.9,-1.82623,-0.108842
1000,1322.19,177.2,-322.696,-28574.7,-1.82211,-0.108512
1000,1321.47,177.3,-322.053,-28533.9,-1.81745,-0.108094
1000,1320.65,177.4,-321.312,-28484.3,-1.81225,-0.107588
1000,1319.74,177.5,-320.296,-28410.2,-1.8055,-0.106833
1000,1318.72,177.6,-319.541,-28359.2,-1.80023,-0.106311
1000,1317.61,177.7,-318.51,-28283.6,-1.79341,-0.10554
1000,1316.41,177.8,-317.382,-28199.4,-1.78605,-0.104681
1000,1315.11,177.9,-316.157,-28106.3,-1.77816,-0.103733
1000,1313.71,178,-314.836,-28004.6,-1.76973,-0.102697
1000,1312.21,178.1,-313.122,-27867.9,-1.75911,-0.101306
1000,1310.62,178.2,-311.903,-27774.9,-1.75128,-0.100358
1000,1308.93,178.3,-310.291,-27647,-1.74125,-0.0990546
1000,1307.15,178.4,-308.584,-27510.2,-1.7307,-0.0976627
1000,1305.27,178.5,-306.407,-27331.5,-1.71753,-0.0958456
1000,1303.29,178.6,-304.879,-27210.5,-1.70801,-0.0946117
1000,1301.22,178.7,-302.883,-27047.4,-1.69587,-0.0929525
1000,1299.05,178.8,-300.36,-26837.2,-1.68081,-0.0908152
1000,1296.78,178.9,-298.602,-26695,-1.67003,-0.0893662
1000,1294.42,179,-296.317,-26505.6,-1.65633,-0.0874391
1000,1291.96,179.1,-293.937,-26307.3,-1.6421,-0.0854226
1000,1288.89,179.2,-291.461,-26100.3,-1.62736,-0.0833165
1000,1286.76,179.3,-288.889,-25884.5,-1.6121,-0.0811211
1000,1284.02,179.4,-286.222,-25659.8,-1.59633,-0.0788361
1000,1281.18,179.5,-283.46,-25426.3,-1.58004,-0.0764616
1000,1278.25,179.6,-280.602,-25184,-1.56324,-0.0739975
1000,1275.22,179.7,-277.649,-24932.9,-1.54593,-0.0714437
1000,1272.1,179.8,-274.602,-24672.9,-1.52811,-0.0688001
1000,1268.88,179.9,-271.459,-24404.2,-1.50978,-0.066067
1000,1265.56,180,-268.222,-24126.6,-1.49095,-0.0632443
1000,1262.16,180.1,-264.89,-23840.1,-1.47161,-0.0603317
1000,1258.66,180.2,-261.464,-23544.8,-1.45177,-0.0573297
1000,1255.06,180.3,-257.944,-23240.7,-1.43143,-0.0542378
1000,1251.37,180.4,-254.329,-22927.8,-1.41059,-0.0510563
1000,1247.59,180.5,-250.621,-22606,-1.38925,-0.0477851
1000,1243.71,180.6,-246.819,-22275.4,-1.36742,-0.0444241
1000,1238.93,180.7,-242.923,-21936,-1.34509,-0.0409735
1000,1235.68,180.8,-238.934,-21587.7,-1.32227,-0.0374333
1000,1231.52,180.9,-234.851,-21230.6,-1.29896,-0.0338032
1000,1227.27,181,-229.83,-20788.1,-1.27048,-0.0293092
1000,1222.93,181.1,-226.408,-20489.9,-1.25087,-0.0262745
1000,1218.49,181.2,-222.047,-20106.3,-1.2261,-0.0223757
1000,1213.96,181.3,-217.593,-19713.9,-1.20084,-0.0183876
1000,1209.34,181.4,-212.127,-19229.3,-1.17003,-0.0134658
1000,1204.63,181.5,-208.409,-18902.7,-1.14889,-0.0101425
1000,1199.83,181.6,-203.679,-18483.9,-1.1222,-0.00588593
1000,1193.94,181.7,-198.857,-18056.2,-1.09503,-0.00153995
1000,1189.95,181.8,-192.951,-17529.6,-1.06192,0.00380854
1000,1183.84,181.9,-187.928,-17082.6,-1.03371,0.00835028
1000,1179.7,182,-183.844,-16720.6,-1.01069,0.0120328
1000,1174.45,182.1,-178.659,-16257.9,-0.981641,0.0167331
1000,1169.1,182.2,-173.385,-15786.7,-0.95214,0.0215191
1000,1163.67,182.3,-168.024,-15307,-0.922197,0.0263888
1000,1158.16,182.4,-162.579,-14819.1,-0.891822,0.0313404
1000,1152.57,182.5,-157.052,-14323.2,-0.861032,0.0363714
1000,1146.91,182.6,-151.446,-13819.4,-0.829841,0.0414796
1000,1141.16,182.7,-145.763,-13308.2,-0.798264,0.0466623
1000,1135.35,182.8,-140.006,-12789.6,-0.766318,0.0519171
1000,1129.47,182.9,-134.179,-12263.9,-0.734018,0.0572415
1000,1122.32,183,-128.283,-11731.4,-0.701381,0.0626329
1000,1117.51,183.1,-122.322,-11192.4,-0.668425,0.0680882
1000,1111.44,183.2,-116.299,-10647.1,-0.635165,0.0736052
1000,1105.31,183.3,-110.217,-10095.8,-0.601619,0.0791808
1000,1099.13,183.4,-104.078,-9538.79,-0.567804,0.0848123
1000,1091.65,183.52,-96.6431,-8863.14,-0.526895,0.09164
1000,1085.36,183.62,-90.3927,-8294.43,-0.49255,0.0973846
1000,1079.03,183.72,-84.0962,-7720.87,-0.45799,0.103176
1000,1072.66,183.82,-77.7566,-7142.72,-0.423234,0.109012
1000,1066.25,183.92,-71.3773,-6560.29,-0.3883,0.114888
1000,1059.8,184.02,-64.9615,-5973.86,-0.353205,0.120802
1000,1053.33,184.12,-58.5125,-5383.73,-0.317968,0.126752
1000,1045.53,184.22,-52.0334,-4790.2,-0.282606,0.132733
1000,1040.31,184.32,-45.5276,-4193.54,-0.247137,0.138744
1000,1033.76,184.42,-38.9983,-3594.08,-0.211579,0.14478
1000,1027.2,184.52,-32.4487,-2992.1,-0.17595,0.150839
1000,1019.3,184.62,-25.8822,-2387.89,-0.140268,0.156918
1000,1014.03,184.72,-19.3021,-1781.77,-0.10455,0.163014
1000,1006.11,184.82,-12.7116,-1174.04,-0.0688153,0.169124
1000,1000.83,184.92,-6.11409,-565.003,-0.0330813,0.175244
1000,994.232,185.02,0.48717,45.0437,0.00263449,0.181372
1000,987.632,185.12,8.40857,777.877,0.0454468,0.188738
1000,981.039,185.22,13.6868,1266.85,0.0739348,0.193636
1000,973.14,185.32,20.2783,1877.98,0.109482,0.199766
1000,967.884,185.42,26.8599,2488.83,0.144938,0.205891
1000,960.02,185.52,33.4281,3099.12,0.180283,0.212007
1000,954.793,185.62,41.2879,3829.87,0.222553,0.219339
1000,948.279,185.72,46.5117,4316.75,0.250575,0.224202
1000,941.792,185.82,53.0204,4923.48,0.285486,0.230273
1000,935.333,185.92,59.5027,5528.39,0.320217,0.236324
1000,928.907,186.02,65.9551,6131.18,0.35475,0.24235
1000,922.516,186.12,72.3743,6731.53,0.389067,0.248349
1000,916.165,186.22,78.7573,7329.15,0.423153,0.254318
1000,909.855,186.32,85.1009,7923.74,0.456991,0.260253
1000,903.59,186.42,91.4017,8514.98,0.490563,0.266151
1000,897.374,186.52,97.6568,9102.59,0.523854,0.272009
1000,891.21,186.62,103.863,9686.24,0.556845,0.277825
1000,885.1,186.72,110.016,10265.6,0.589521,0.283595
1000,879.048,186.82,116.115,10840.5,0.621866,0.289316
1000,873.058,186.92,122.155,11410.5,0.653863,0.294985
1000,867.131,187.02,128.133,11975.3,0.685496,0.300599
1000,861.271,187.12,134.047,12534.7,0.71675,0.306155
1000,855.481,187.22,139.893,13088.4,0.747609,0.311651
1000,849.765,187.32,145.668,13636,0.778058,0.317082
1000,843.005,187.42,151.37,14177.3,0.808081,0.322447
1000,838.562,187.52,156.995,14712,0.837663,0.327742
1000,831.997,187.62,162.54,15239.8,0.866789,0.332965
1000,827.688,187.72,168.003,15760.4,0.895445,0.338112
1000,822.38,187.82,173.381,16273.6,0.923616,0.343181
1000,816.13,187.92,178.671,16779,0.951287,0.348169
1000,812.039,188.02,183.87,17276.4,0.978447,0.353073
1000,807.01,188.12,189.984,17860.4,1.01045,0.358851
1000,802.08,188.22,193.984,18246.1,1.03117,0.36262
1000,797.251,188.32,199.864,18809.2,1.06186,0.36818
1000,792.526,188.42,203.702,19180.6,1.08168,0.3718
1000,787.908,188.52,208.406,19633.9,1.10607,0.376245
1000,783.398,188.62,213.003,20077.7,1.12987,0.38059
1000,779,188.72,217.491,20511.5,1.15306,0.384834
1000,774.715,188.82,221.866,20935.3,1.17564,0.388973
1000,769.727,188.92,226.128,21348.7,1.19758,0.393004
1000,766.496,189.02,230.273,21751.6,1.21889,0.396927
1000,762.567,189.12,234.299,22143.6,1.23955,0.400738
1000,758.76,189.22,238.205,22524.6,1.25954,0.404434
1000,755.078,189.32,241.987,22894.3,1.27886,0.408015
1000,751.523,189.42,245.643,23252.6,1.2975,0.411476
1000,748.098,189.52,249.172,23599.1,1.31545,0.414818
1000,744.803,189.62,252.572,23933.7,1.33269,0.418036
1000,741.642,189.72,255.84,24256.2,1.34922,0.42113
1000,738.616,189.82,258.974,24566.3,1.36503,0.424097
1000,735.726,189.92,261.973,24863.9,1.38011,0.426934
1000,732.976,190.02,264.835,25148.7,1.39446,0.429641
1000,730.366,190.12,267.558,25420.7,1.40805,0.432216
1000,727.898,190.22,270.139,25679.5,1.42089,0.434656
1000,725.573,190.32,272.579,25925,1.43297,0.436959
1000,723.395,190.42,274.874,26157,1.44427,0.439125
1000,721.363,190.52,277.024,26375.4,1.4548,0.441151
1000,719.479,190.62,279.408,26616.5,1.46656,0.443404
1000,717.745,190.72,280.88,26770.6,1.47351,0.444777
1000,716.163,190.82,282.583,26947.1,1.48167,0.446374
1000,714.732,190.92,284.136,27109.4,1.48902,0.447826
1000,713.455,191.02,285.536,27257.2,1.49558,0.44913
1000,712.333,191.12,286.782,27390.5,1.50132,0.450286
1000,711.366,191.22,287.873,27509.1,1.50624,0.451293
1000,710.414,191.32,288.808,27612.9,1.51034,0.452148
1000,709.904,191.42,289.723,27714.9,1.51434,0.452984
1000,709.411,191.52,290.207,27775.7,1.51608,0.453402
1000,709.076,191.62,290.669,27834.5,1.5177,0.453798
1000,708.902,191.72,290.972,27878,1.51848,0.454039
1000,708.888,191.82,291.114,27906.2,1.51843,0.454125
1000,709.035,191.92,291.096,27919,1.51755,0.454054
1000,709.344,192.02,290.916,27916.3,1.51582,0.453825
1000,709.929,192.12,290.575,27898.1,1.51325,0.453439
1000,710.449,192.22,290.071,27864.2,1.50984,0.452894
1000,711.245,192.32,289.405,27814.7,1.50559,0.45219
1000,712.204,192.42,288.576,27749.5,1.5005,0.451327
1000,713.325,192.52,287.585,27668.6,1.49457,0.450305
1000,714.607,192.62,286.432,27571.9,1.4878,0.449123
1000,716.052,192.72,285.117,27459.6,1.4802,0.447783
1000,717.658,192.82,283.64,27331.5,1.47177,0.446284
1000,719.424,192.92,282.002,27187.8,1.46251,0.444626
1000,721.35,193.02,280.204,27028.4,1.45243,0.442811
1000,723.436,193.12,278.245,26853.5,1.44154,0.440837
1000,725.679,193.22,276.128,26663,1.42983,0.438707
1000,728.08,193.32,273.853,26457,1.41731,0.43642
1000,730.637,193.42,271.421,26235.6,1.404,0.433978
1000,733.349,193.52,268.833,25998.9,1.38989,0.431382
1000,736.806,193.62,266.09,25746.9,1.375,0.428632
1000,739.853,193.72,262.597,25422,1.35625,0.425145
1000,742.4,193.82,260.147,25197.8,1.3429,0.422677
1000,746.398,193.92,256.948,24900.9,1.32571,0.419475
1000,749.181,194.02,253.602,24589.2,1.30777,0.416124
1000,752.791,194.12,250.108,24263,1.28909,0.412627
1000,756.544,194.22,245.725,23850,1.26584,0.408254
1000,760.439,194.32,242.688,23567.4,1.24955,0.4052
1000,764.473,194.42,238.765,23198.4,1.22872,0.401274
1000,768.644,194.52,234.704,22815.5,1.2072,0.397209
1000,772.95,194.62,230.506,22419,1.185,0.393006
1000,777.388,194.72,226.173,22008.9,1.16213,0.388669
1000,782.884,194.82,221.709,21585.6,1.1386,0.384198
1000,787.605,194.92,217.116,21149.2,1.11444,0.379598
1000,791.47,195.02,212.395,20700,1.08965,0.374869
1000,796.412,195.12,207.551,20238.3,1.06425,0.370015
1000,802.499,195.22,202.585,19764.2,1.03826,0.365039
1000,806.649,195.32,197.501,19278.1,1.01169,0.359942
1000,811.939,195.42,192.302,18780.2,0.984548,0.354728
1000,817.338,195.52,186.99,18270.8,0.956863,0.3494
1000,822.844,195.62,181.569,17750.2,0.928647,0.34396
1000,828.454,195.72,176.042,17218.7,0.899919,0.338412
1000,834.164,195.82,170.412,16676.5,0.870693,0.332759
1000,839.971,195.92,164.682,16124.1,0.840989,0.327004
1000,845.87,196.02,157.68,15446.4,0.804821,0.319985
1000,853.069,196.12,151.744,14872.4,0.774126,0.314018
1000,859.161,196.22,146.931,14408.1,0.749192,0.30916
1000,864.093,196.32,140.839,13817.8,0.717763,0.303032
1000,870.329,196.42,134.666,13218.8,0.685952,0.296819
1000,876.64,196.52,128.415,12611.6,0.653776,0.290525
1000,883.023,196.62,122.089,11996.5,0.621255,0.284153
1000,889.473,196.72,115.693,11373.7,0.588407,0.277707
1000,895.986,196.82,109.23,10743.8,0.555254,0.271191
1000,902.56,196.92,102.704,10107.1,0.521815,0.264609
1000,909.189,197.02,96.1186,9463.84,0.48811,0.257964
1000,915.87,197.12,89.4787,8814.55,0.45416,0.251261
1000,922.599,197.22,82.7879,8159.57,0.419987,0.244503
1000,930.73,197.32,74.6974,7365.91,0.378752,0.236346
1000,936.183,197.42,67.9088,6699.89,0.344156,0.229482
1000,943.029,197.52,62.4506,6164.5,0.316334,0.223942
1000,949.907,197.62,55.5974,5490.8,0.281478,0.217008
1000,956.81,197.72,48.7147,4813.5,0.246507,0.210039
1000,963.737,197.82,41.8059,4132.93,0.21144,0.20304
1000,970.683,197.92,34.875,3449.48,0.176297,0.196016
1000,977.643,198.02,27.9263,2763.59,0.141099,0.18897
1000,984.613,198.12,20.964,2075.65,0.105868,0.181906
1000,991.589,198.22,13.9924,1386.09,0.0706261,0.174829
1000,999.962,198.32,7.01557,695.314,0.0353929,0.167743
1000,1005.54,198.42,0.0376646,3.73482,0.000189918,0.160653
1000,1012.51,198.52,-6.93684,-688.203,-0.0349604,0.153561
1000,1019.47,198.62,-15.296,-1518.28,-0.0770502,0.145077
1000,1026.41,198.72,-20.8591,-2071.51,-0.10502,0.139395
1000,1033.33,198.82,-27.798,-2762.01,-0.139886,0.132328
1000,1040.23,198.92,-34.7162,-3451.13,-0.174611,0.125279
1000,1047.1,199.02,-41.6098,-4138.51,-0.209179,0.11825
1000,1053.94,199.12,-48.4748,-4823.72,-0.243567,0.111247
1000,1060.75,199.22,-55.3069,-5506.36,-0.277757,0.104273
1000,1067.51,199.32,-62.1023,-6186.01,-0.311727,0.0973319
1000,1074.23,199.42,-70.202,-6996.34,-0.352208,0.0890741
1000,1080.9,199.52,-75.5655,-7534.64,-0.378927,0.0835685
1000,1087.51,199.62,-82.2254,-8202.8,-0.412116,0.0767544
1000,1094.08,199.72,-88.8314,-8866.26,-0.445003,0.0699907
1000,1101.87,199.82,-95.3801,-9524.66,-0.477569,0.0632814
1000,1107.01,199.92,-101.868,-10177.6,-0.509797,0.0566305
1000,1114.64,200.02,-108.29,-10824.7,-0.541667,0.0500421
1000,1119.67,200.12,-114.644,-11465.5,-0.57316,0.0435201
1000,1125.89,200.22,-122.171,-12224.4,-0.610488,0.035808
1000,1132.03,200.32,-127.128,-12726.7,-0.634939,0.0306923
1000,1138.09,200.42,-133.251,-13346.4,-0.665188,0.0243945
1000,1144.06,200.52,-139.289,-13958.2,-0.694986,0.0181789
1000,1149.93,200.62,-145.24,-14561.7,-0.724315,0.0120494
1000,1155.72,200.72,-151.099,-15156.7,-0.753159,0.00600971
1000,1161.4,200.82,-156.863,-15742.8,-0.781502,6.31E-05
1000,1166.99,200.92,-162.529,-16319.5,-0.809327,-0.00578609
1000,1172.47,201.02,-168.093,-16886.7,-0.836618,-0.0115352
1000,1177.84,201.12,-174.632,-17552.3,-0.86873,-0.0182788
1000,1183.12,201.22,-179.966,-18097.3,-0.894817,-0.0238036
1000,1188.28,201.32,-184.157,-18528,-0.915201,-0.0281722
1000,1194.34,201.42,-189.302,-19055.1,-0.940302,-0.0335146
1000,1198.3,201.52,-194.342,-19572.2,-0.96486,-0.0387554
1000,1203.15,201.62,-199.278,-20079.3,-0.988876,-0.043895
1000,1207.9,201.72,-204.111,-20576.4,-1.01235,-0.0489333
1000,1212.55,201.82,-208.84,-21063.6,-1.0353,-0.0538708
1000,1217.09,201.92,-213.466,-21540.8,-1.0577,-0.0587073
1000,1221.53,202.02,-217.989,-22008.2,-1.07958,-0.0634431
1000,1225.87,202.12,-222.409,-22465.5,-1.10093,-0.0680781
1000,1230.11,202.22,-226.727,-22913,-1.12174,-0.0726125
1000,1234.24,202.32,-230.942,-23350.5,-1.14203,-0.0770464
1000,1238.27,202.42,-235.055,-23778.2,-1.1618,-0.0813799
1000,1242.2,202.52,-239.067,-24196,-1.18104,-0.0856132
1000,1246.03,202.62,-243.747,-24681.8,-1.20357,-0.0905339
1000,1249.76,202.72,-246.786,-25001.9,-1.21797,-0.0937791
1000,1253.39,202.82,-251.223,-25464,-1.23926,-0.098459
1000,1257.61,202.92,-254.101,-25768.4,-1.25284,-0.101545
1000,1260.34,203.02,-257.607,-26136.8,-1.2695,-0.105278
1000,1263.67,203.12,-261.013,-26495.4,-1.28565,-0.108911
1000,1266.89,203.22,-264.318,-26844.2,-1.30129,-0.112444
1000,1270.02,203.32,-267.523,-27183.1,-1.31642,-0.115877
1000,1273.04,203.42,-270.629,-27512.1,-1.33105,-0.11921
1000,1275.97,203.52,-273.634,-27831.3,-1.34517,-0.122444
1000,1278.79,203.62,-276.54,-28140.7,-1.35879,-0.125578
1000,1281.52,203.72,-279.346,-28440.2,-1.3719,-0.128612
1000,1284.15,203.82,-282.053,-28729.9,-1.38451,-0.131546
1000,1287.17,203.92,-285.17,-29061.7,-1.39913,-0.134905
1000,1289.11,204.02,-287.17,-29279.8,-1.40825,-0.137115
1000,1291.44,204.12,-289.579,-29540,-1.41937,-0.13975
1000,1293.67,204.22,-291.89,-29790.3,-1.42999,-0.142285
1000,1295.8,204.32,-294.103,-30030.8,-1.44013,-0.144721
1000,1298.23,204.42,-296.216,-30261.5,-1.44977,-0.147056
1000,1299.77,204.52,-298.232,-30482.3,-1.45892,-0.149292
1000,1301.61,204.62,-300.149,-30693.2,-1.46758,-0.151428
1000,1303.35,204.72,-301.968,-30894.3,-1.47575,-0.153464
1000,1304.99,204.82,-303.689,-31085.6,-1.48343,-0.1554
1000,1306.54,204.92,-305.311,-31266.9,-1.49063,-0.157236
1000,1307.99,205.02,-306.836,-31438.4,-1.49735,-0.158972
1000,1309.33,205.12,-308.263,-31600.1,-1.50358,-0.160607
1000,1310.59,205.22,-309.592,-31751.8,-1.50932,-0.162143
1000,1311.96,205.32,-310.824,-31893.7,-1.51459,-0.163578
1000,1312.8,205.42,-312.173,-32047.7,-1.52042,-0.165137
1000,1313.75,205.52,-313.19,-32167.8,-1.52463,-0.166351
1000,1314.61,205.62,-313.934,-32259.8,-1.52751,-0.167282
1000,1315.38,205.72,-314.775,-32362,-1.53086,-0.168316
1000,1316.04,205.82,-315.519,-32454.3,-1.53373,-0.169249
1000,1316.61,205.92,-316.166,-32536.7,-1.53613,-0.170081
1000,1317.09,206.02,-316.716,-32609,-1.53805,-0.170813
1000,1317.46,206.12,-317.168,-32671.5,-1.5395,-0.171443
1000,1317.74,206.22,-317.523,-32723.9,-1.54048,-0.171972
1000,1317.92,206.32,-317.781,-32766.4,-1.54098,-0.1724
1000,1318,206.42,-317.962,-32800.9,-1.54111,-0.172748
1000,1317.99,206.52,-318.005,-32821.3,-1.54057,-0.172952
1000,1317.87,206.62,-317.971,-32833.7,-1.53966,-0.173076
1000,1317.67,206.72,-317.84,-32836.1,-1.53828,-0.173097
1000,1317.29,206.82,-317.612,-32828.4,-1.53644,-0.173017
1000,1316.96,206.92,-317.287,-32810.6,-1.53412,-0.172835
1000,1316.46,207.02,-316.865,-32782.8,-1.53134,-0.172551
1000,1315.86,207.12,-316.23,-32733,-1.52753,-0.172044
1000,1315.17,207.22,-315.729,-32696.9,-1.52438,-0.171676
1000,1314.21,207.32,-315.016,-32638.8,-1.5202,-0.171085
1000,1313.49,207.42,-314.205,-32570.5,-1.51556,-0.170391
1000,1312.5,207.52,-313.298,-32492.1,-1.51045,-0.169594
1000,1311.42,207.62,-312.081,-32381.6,-1.50386,-0.168472
1000,1310,207.72,-311.193,-32304.9,-1.49886,-0.167693
1000,1308.97,207.82,-309.995,-32196.1,-1.49237,-0.166588
1000,1307.6,207.92,-308.43,-32049,-1.48412,-0.165096
1000,1306.13,208.02,-307.31,-31947.9,-1.47802,-0.164069
1000,1304.56,208.12,-305.822,-31808.5,-1.47016,-0.162654
1000,1302.9,208.22,-304.238,-31659,-1.46184,-0.161137
1000,1301.14,208.32,-302.557,-31499.2,-1.45307,-0.159516
1000,1299.29,208.42,-300.781,-31329.3,-1.44384,-0.157792
1000,1297.34,208.52,-298.908,-31149.2,-1.43416,-0.155965
1000,1295.29,208.62,-296.939,-30958.8,-1.42403,-0.154034
1000,1292.71,208.72,-294.874,-30758.3,-1.41345,-0.152
1000,1290.91,208.82,-292.712,-30547.5,-1.40242,-0.149862
1000,1288.58,208.92,-290.456,-30326.5,-1.39094,-0.147621
1000,1286.15,209.02,-288.103,-30095.3,-1.37901,-0.145276
1000,1283.63,209.12,-285.655,-29853.8,-1.36664,-0.142828
1000,1281.01,209.22,-283.112,-29602.2,-1.35383,-0.140276
1000,1278.29,209.32,-280.473,-29340.3,-1.34057,-0.137621
1000,1274.91,209.42,-277.739,-29068.2,-1.32687,-0.134862
1000,1272.58,209.52,-274.911,-28785.9,-1.31272,-0.132
1000,1269.58,209.62,-271.987,-28493.4,-1.29815,-0.129034
1000,1266.49,209.72,-268.354,-28126.2,-1.28019,-0.125314
1000,1263.3,209.82,-265.857,-27877.7,-1.26767,-0.122792
1000,1260.02,209.92,-261.997,-27486.1,-1.24867,-0.118824
1000,1255.95,210.02,-259.348,-27221.2,-1.23546,-0.116136
1000,1253.17,210.12,-255.952,-26877.6,-1.2187,-0.112653
1000,1249.6,210.22,-252.463,-26523.8,-1.20152,-0.109067
1000,1245.95,210.32,-248.88,-26159.8,-1.1839,-0.105377
1000,1242.19,210.42,-245.203,-25785.6,-1.16586,-0.101584
1000,1238.35,210.52,-241.433,-25401.2,-1.14739,-0.097688
1000,1233.61,210.62,-237.57,-25006.6,-1.12849,-0.0936887
1000,1230.38,210.72,-232.811,-24517.4,-1.10536,-0.0887331
1000,1225.42,210.82,-229.565,-24187,-1.08943,-0.0853812
1000,1222.04,210.92,-224.584,-23673.4,-1.06529,-0.0801794
1000,1217.74,211.02,-221.19,-23326.7,-1.04869,-0.076662
1000,1212.45,211.12,-216.864,-22881.3,-1.02769,-0.0721481
1000,1208.85,211.22,-212.446,-22425.8,-1.00628,-0.0675316
1000,1204.26,211.32,-207.936,-21960.1,-0.984452,-0.0628123
1000,1199.59,211.42,-203.335,-21484.4,-0.962213,-0.0579908
1000,1193.86,211.52,-198.642,-20998.5,-0.939563,-0.0530668
1000,1189.97,211.62,-193.859,-20502.5,-0.916504,-0.0480407
1000,1185.02,211.72,-188.985,-19996.5,-0.893038,-0.0429124
1000,1178.96,211.82,-184.02,-19480.3,-0.869166,-0.0376821
1000,1174.86,211.92,-178.965,-18954.1,-0.84489,-0.0323498
1000,1169.64,212.02,-173.819,-18417.9,-0.820212,-0.0269155
1000,1164.33,212.12,-168.584,-17871.6,-0.795133,-0.0213798
1000,1158.94,212.22,-163.259,-17315.3,-0.769656,-0.0157425
1000,1153.45,212.32,-157.845,-16749,-0.743782,-0.0100038
1000,1147.88,212.42,-152.342,-16172.6,-0.717512,-0.00416386
1000,1142.21,212.52,-146.75,-15586.3,-0.690849,0.00177719
1000,1136.46,212.62,-141.07,-14990.1,-0.663795,0.00781918
1000,1130.62,212.72,-135.301,-14383.8,-0.63635,0.0139616
1000,1124.7,212.82,-129.445,-13767.7,-0.608521,0.0202031
1000,1118.69,212.92,-123.503,-13141.9,-0.580314,0.0265411
1000,1112.6,213.02,-117.477,-12506.6,-0.551745,0.0329725
1000,1106.43,213.12,-111.373,-11862.3,-0.522828,0.0394936
1000,1100.2,213.22,-105.192,-11209.3,-0.493582,0.0461002
1000,1093.89,213.32,-98.9392,-10547.9,-0.464024,0.0527884
1000,1087.51,213.42,-92.6181,-9878.64,-0.434174,0.0595538
1000,1081.08,213.52,-86.2329,-9201.91,-0.404052,0.0663921
1000,1074.59,213.62,-79.7877,-8518.14,-0.373678,0.0732987
1000,1066.73,213.72,-73.287,-7827.78,-0.343072,0.0802691
1000,1061.46,213.82,-66.7349,-7131.29,-0.312254,0.0872986
1000,1054.83,213.92,-60.1359,-6429.13,-0.281245,0.0943826
1000,1046.81,214.02,-52.1612,-5579.16,-0.243835,0.102956
1000,1041.45,214.12,-46.8145,-5009.62,-0.218739,0.108695
1000,1034.71,214.22,-40.1012,-4293.23,-0.187284,0.115914
1000,1026.59,214.32,-33.3588,-3573.06,-0.155722,0.123168
1000,1019.8,214.42,-26.5919,-2849.58,-0.124076,0.130452
1000,1014.36,214.52,-19.8049,-2123.28,-0.0923648,0.137762
1000,1007.55,214.62,-13.0023,-1394.63,-0.0606113,0.145092
1000,1000.73,214.72,-6.18869,-664.108,-0.0288356,0.152438
1000,992.547,214.82,0.631384,67.7853,0.0029405,0.159795
1000,987.09,214.92,8.81771,947.11,0.041047,0.168637
1000,978.914,215.02,14.273,1533.78,0.0664109,0.174521
1000,973.473,215.12,21.0856,2266.91,0.0980633,0.18188
1000,966.685,215.22,27.8863,2999.45,0.129631,0.18923
